well,plane_r2,knn_plane,idw,floor
000d7d20,0.9929908357552909,188.81411501051804,128.50274601091624,7.2863205614466455
00bbac68,0.9703041075068046,9.571344938338218,59.77925342679921,17.993766649551137
00e12e8b,0.9315105518437498,9.01596263317771,29.771144356650684,11.830344267752135
015fe0d2,0.9815436243712948,173.46896964627072,179.7408049753323,24.242432113052665
01869cd4,0.9756917736962373,9.826623759330378,41.436396512975854,17.69410127076326
01982c1d,0.9799239453243704,21.369920856468966,100.74207657233515,5.567574296755209
028d7b28,0.9573119163766419,40.457078811727925,33.91725137394218,13.241266079626321
02e7fe5a,0.9724797923961538,14.051935640225537,54.35567440900112,6.448901397623607
0390d174,0.9919066565648017,59.249098224445795,7.441963913112595,8.330478427749775
03a935ae,0.8221702116274645,27.140260998094885,227.0438185169617,48.998316174860534
044af7d1,0.9874420647054799,115.43087764280206,91.44735877932854,6.8481642224343995
0498acab,0.9994004519215298,7.899609728198454,30.817228191943705,5.469070165677498
052d64df,0.9934999582968813,41.61284498356546,35.726593799230734,19.217757623023953
05948241,0.9943113622598234,27.287810877677988,36.646990392453,5.642278291258075
059c8f24,0.9412225647917869,919.7382677112129,1015.2905770490119,12.311801616095188
05a0ee4d,0.9883515991161075,248.05060301506015,175.38991103811108,16.757233136736225
060ab2b8,0.958881540435724,174.343340762028,50.55253512475111,6.318580396476673
06df5958,0.9967082875606809,69.54195293857211,104.81468151168022,5.709925468696907
071d7b45,0.9978497950922973,211.01450244866774,208.21483710941587,23.189291757931734
0849b4e2,0.9942202475150429,101.99054032390237,40.79438113400128,14.265487027014489
084d66f9,0.8829323210203304,43.51687766346677,133.7167479265589,10.854309121921627
08fecf00,0.9767493860261602,202.8909026189254,197.3840986341704,4.648073103319937
09053135,0.9941094013698232,33.91537173241763,33.15624187488277,12.825889369608856
09441b8d,0.9899059462606323,11.766941963779962,17.043065926709584,16.143518839420647
0955cd6c,0.9827108019233132,29.194786402752964,5.152275564204632,8.01845897236318
09ec2ca9,0.9942750267160216,108.85317214859025,79.99418625074337,9.651310182317328
0a57a29c,0.9913213150551302,150.54274380651117,59.154228676169446,6.9881179933040976
0bbf5e67,0.9985598736217812,237.7014259784546,149.1248314309937,24.972111996400375
0be01c24,0.9568299021735381,81.90093648651322,4.694509891161904,7.289870597158528
0c1b160c,0.9902322445442616,5.862133231457027,39.134324460433135,8.876477468830188
0d99f8e4,0.9901962981610123,139.08016360870084,59.12731246545008,12.510715629192596
0dc5e64d,0.9815882706279812,294.96445652151897,288.3275424403763,19.26839561491651
0dc835f3,0.9910140788626103,22.77096449154936,64.19895534155374,8.44485481115694
0dd99dc5,0.9941675492635218,8.070853473210608,11.569975295807243,9.378433277549656
0e5e560d,0.9931874312848086,21.167093052489385,13.908221455048999,16.518594719784595
109d9d70,0.9922140584338779,8.508215438048463,30.69408313033479,9.023673965110815
10a1281a,0.9066734868876405,23.966099013058628,107.8570755609327,2.799077357568277
10b89021,0.9972938016085215,34.39499891532657,8.993184990604098,11.061290385889038
10be2420,0.9993589241660048,22.7371906214699,12.467054318225074,7.837960318789926
113011eb,0.9889230558189098,19.78339058531685,15.96211932293807,5.216834035826723
1131525f,0.9846542155539311,78.19887721121529,155.87882983034513,12.870176375090479
11d0f5ac,0.9976030457179207,18.987337265514864,70.00301509928788,22.64062468638776
12203f2a,0.9888198496570051,70.58303536036945,39.99174732874725,12.740952469599131
122bd617,0.9773637110942551,31.90495614944082,78.17016307338524,13.030496973181142
125be846,0.997658085113046,26.652716301588605,37.23315974294538,8.711523567766562
1285a37b,0.9814645500995569,110.30798606452424,10.824285972630383,4.799710539399231
1295a25b,0.9714802005711989,10.368103864259057,17.233772890901122,8.607345810859757
12f0cd90,0.9966749088298418,13.157369867306182,19.504815288362646,10.607722310972733
137d1e44,0.9809036653628075,7.385122847734232,13.598073879546337,25.973253566402636
13ce113d,0.8647818195578937,60.060890484248624,125.94571968383435,12.89497233389787
13f598d9,0.9963381234505468,14.462881574414022,6.962515264757394,6.715781049343853
14a53cb3,0.996817897243926,7.041827848386717,4.629914092681101,7.305927578428582
14ab73fb,0.43413212094003495,50.81785132360049,117.91806608432525,14.995990135196077
14ad5efb,0.9973907118506609,13.897896497155697,32.542372190240464,6.585246286991164
14fee784,0.9861232020617594,8.826223505180666,90.46563039787189,22.01870278143232
153552f5,0.987506036382861,118.86683692559691,43.932135976237745,5.595316149797771
1550491d,0.9943858927580264,12.692010259569809,28.448791741752707,18.864230517015223
155887bb,0.9861377840676536,9.632454751462959,83.01044378812561,19.670622172759828
1590af81,0.9985048671575716,12.798758316718319,27.51594159303409,5.824092931161076
15e154a1,0.9958141533743257,15.264318671370239,8.41778072865653,6.683919809614137
1619e2ca,0.988501691984144,293.20410474292765,299.76054416202277,9.173474522196475
16e4a047,0.9728948833788786,5.494581641500656,20.05072714352901,11.77769387467342
173ed841,0.9799138534559829,28.436484273699865,14.563778461742247,16.689754634341554
1770d7c6,0.997080894837297,6.910608789168413,5.1256737215245405,11.401990927081055
177622d7,0.9852518957679598,17.75910589674788,120.76456857158065,8.18765042992682
18d24f7b,0.9942521822177529,3.372411862774227,26.680754410867298,7.5138950278901895
19137a89,0.9952923607267089,11.020523591859254,25.4281962814367,17.508605794884467
1944513c,0.9568285301115634,11.20686047653153,33.823249823107936,4.876866553657679
197f8a5a,0.9887422168390384,44.423257784429566,105.60744015177525,24.640679192504482
19871e7f,0.9585307887537402,228.08725693574215,112.72046490356783,5.59259963830969
198a5607,0.9953159998063852,9.483226012125325,15.464054178836461,10.94651759478941
19fb4f7b,0.9805920428102916,127.76870847898661,37.50458014324682,13.743003924944896
1a518997,0.9848973813573982,4.913524725762405,10.436280440635489,17.293453563483983
1a68190b,0.990442541677237,13.370597506242865,32.08686856007027,18.248151498785784
1a730ac2,0.9978024175790734,17.88676281848169,20.438739173712783,12.555307844591454
1aaf1da0,0.9881376919907763,68.75875979694929,210.6838486974337,9.32389803555202
1b08ed48,0.9990666510396746,59.65716842759124,25.462514974911464,14.0544304988709
1b1c5372,0.9939873001620814,27.890584841665294,9.113018640811058,18.20112830032573
1b1eba53,0.10412897163492474,18.22797066983253,17.59849315718983,73.7325723286036
1b6ba517,0.9695676928094771,19.492868644288084,219.6431770444466,7.136542529669258
1b82b665,0.9963794218337191,48.32425220456097,3.0261948354908803,6.535249236584086
1bcb2fcf,0.9734155846961572,244.37298666657813,180.44970295822915,6.276244992341244
1beca81d,0.9667629089380161,77.19877595339962,16.417633642276634,7.820077891708282
1d3fbf02,0.9885131906663674,22.699725190592435,65.37914642808934,5.776634394621654
1d78281a,0.9952423431891029,23.673497267318368,23.244410314103156,12.226045252598935
1e30dedf,0.9995714641831813,13.684989520994312,82.6346061771341,11.076873960496878
1e5e3573,0.9757334032134797,8.142126518638303,26.68933411106662,8.557014383282652
1f9afacb,0.9693395122991527,23.170523237535164,15.968133431140101,2.328604127780393
1fdbba44,0.9941863625037147,15.068432517027123,31.04743885534651,5.322528283898906
1fee2b62,0.9800289679111873,275.3096374103806,253.6664189790171,8.311832617427989
20096916,0.9686318376783851,39.02152747553348,15.411082185227459,7.249279810148249
200d233d,0.9837230357846386,7.628975701961913,21.176895616539046,5.361890917394368
201661b5,0.9511765170759701,53.47163480306776,242.59997120560382,12.451791169702643
203721ab,0.9110801366556387,14.5970821259609,25.179189754496832,11.594958938067354
20402d71,0.9771895640283108,7.139169387802203,84.59638919767339,6.808984340499405
2043abc5,0.9981037031603489,94.36339194008534,51.63936403834985,16.916115782693492
204cc64b,0.9699652812433657,4.052094596041843,25.783482899153498,5.881785838390875
206b6193,0.9949964412378615,147.17098986537076,203.57246064344454,35.05624572250446
2075c696,0.8813596665581959,115.56167568771738,25.982105187896114,26.599934957156407
22c5f93f,0.9826330337259321,59.56346449328031,6.011297233864468,7.418380861015681
230eaaa3,0.921317052429847,19.743788658512045,21.427625296314446,25.18185626822681
2364716c,0.9866563208391266,19.043351982497107,238.599454530336,20.286842941061224
23b9beb0,0.9963570433155794,10.32806344261574,11.39541540018328,6.072103036122224
24d8997e,0.9011684166608046,16.185357841518986,88.32216776491711,7.540694503417692
25050f63,0.9930719996060993,5.514369080948662,54.194362206687316,7.791927064526522
25939962,0.9502425997213858,40.46358592141146,75.6742767640239,10.808251377254997
25fd32b3,0.9215986350030775,104.93852271002582,72.89932561641639,2.3098343728001254
261785ee,0.9529595517577967,39.69385405157072,52.36138435985439,18.946933490484373
264feceb,0.9920636936893895,12.110010821594633,43.99966851209514,5.456041037398886
26623a50,0.9942330001729494,14.11220564088027,10.326332113204908,21.100836222861915
26d3a96a,0.9913626139036075,22.97169264187467,9.421590207058944,9.030830047902123
272abef3,0.9798124622644434,82.69482302098537,39.388841802559874,10.007297997521167
27300fd5,0.9983967518769838,117.11985955393467,22.132772108033112,17.61402686381148
276b012a,0.9122092773019723,25.614016161153224,31.686733037137174,23.61320533888435
27c3155b,0.7668149147212869,39.22622151705593,56.36666240452841,17.13380076388606
27ebb9b9,0.9341511277941362,18.76949405499192,39.726801154014275,9.249883057646134
283269ac,0.9937163284079032,60.09170031253411,60.76730418977703,4.7124055191434
28473855,0.9864493237022178,10.047098433083596,175.6717486245507,4.295641524375474
28f4eda9,0.9953096450700597,3.84714578770484,23.404782172776482,8.63873139578121
29b24409,0.9980320337944235,5.700830181683363,29.106177297997046,13.451148336069483
29de15c8,0.8910321394246247,9.959406904719174,5.079985703382318,2.9827193990149574
2ab29395,0.9588952121133418,15.108537505976736,9.846189792355679,11.54833265647666
2ac7cb6b,0.990811056070932,17.621808805740617,20.45721625292388,20.32016369262886
2acc78d4,0.9761391761048053,104.84013347395523,220.30430072006982,13.2933232566685
2b034622,0.9823669835792698,43.82165674548884,42.259930752146715,3.9518603752463304
2b06ad65,0.9936159439606208,10.651492335808262,24.335728329001096,3.1934723261987843
2b547943,0.951364002815572,14.122191056070855,30.296586784580263,11.853631926791998
2be5c96a,0.9951553142371385,169.2509860226693,200.03655446752148,3.6324476071993623
2bff06cf,0.9944602124937743,30.678456732057715,56.62289562763158,18.436235347656716
2c0c4a4e,0.9984195360467685,10.097592859811051,55.34761598558516,6.741521486058512
2cee0cba,0.9914931795741975,111.39228251718218,52.39538989825264,7.232132009859061
2d0c268a,0.9972010146771465,164.6759185753448,204.28383228985567,15.26796324729542
2d179ded,0.9651961550135696,57.45537402541645,25.541237274606587,8.377628016807602
2d196986,0.9979461049124271,2.9468361142936126,3.5650714449811005,11.939553796899647
2d2d0c6b,0.9047537398784042,145.0150703964652,195.24038307845026,3.1194736175844886
2d35f86d,0.9855940065282904,8.72231060987626,224.04073121767027,11.328521182698816
2d9f6cb9,0.9928745687670305,15.5860058179815,15.524308053650334,6.346815127121903
2ddad940,0.9789891331858029,25.381997541689145,30.798204066833332,10.634350749607623
2e29e833,0.9904897085242383,89.04868247578375,234.7021693555254,5.041043083826082
2e43c2ea,0.9839464776259451,8.432646572683673,143.49000665219447,13.697498143679326
2e63d9de,0.9597040482314302,51.95217422317958,31.545691345934397,13.426575122491265
2ee0235b,0.990374298520383,35.09761604563865,70.09312040964586,5.0394630359934585
2f19d536,0.9541286225193043,198.9007585633658,166.00026537995757,7.939087467591291
