eval_span,n_eval,n_known,z_span,gr_misfit,floor,pf_base,pf_spread2,pf_spread3,pf_spread8,pf_spread12,pf_mom0.99,pf_mom0.995,pf_mom0.9995,pf_vn0.001,pf_vn0.005,pf_N300,pf_N1000,pf_rw15,pf_rw60,pf_gs40,pf_gs90,pf_seedens,beam_cons,beam_loose,beam_vcons,pf_base_hold0.05,pf_seedens_hold0.05,pf_base_hold0.1,pf_seedens_hold0.1,pf_base_hold0.15,pf_seedens_hold0.15,pf_base_hold0.2,pf_seedens_hold0.2,pf_beam0.3,pf_beam0.3_hold0.1,pf_beam0.5,pf_beam0.5_hold0.1,well
15.200000000000728,3853,1425,497.0400000000009,13.581526563709978,7.2863205614466455,5.120030342205794,13.82517307101267,6.863152202344669,4.957199894514369,9.979884344525706,4.103356595376313,10.600661644450922,13.79521729844693,6.636512142140707,7.924871073800291,7.014268010710136,5.005583179510921,5.120030342205794,5.120030342205794,5.120030342205794,5.120030342205794,9.679344822671684,10.57886190503609,10.754044693252887,6.524240290468379,5.144623073459389,9.550854519963421,5.180198990905636,9.423074964631663,5.22653381863286,9.296035465661049,5.283344497928532,9.169766781702922,9.922116667425922,9.646297402694733,10.097427591541182,9.806221746049891,000d7d20
50.18999999999869,5518,2041,746.2199999999993,11.865562688374466,17.993766649551137,17.222547267963424,12.585289507201159,22.09865189082781,16.677985792736397,16.45739975292477,15.76517211778062,15.17866160156909,16.27540412144466,15.261032038499154,25.462756798128307,12.133425270442412,17.099710115923735,17.222547267963424,17.222547267963424,17.222547267963424,17.222547267963424,13.194227389471246,22.743107429645097,22.553904003342133,16.835844577311775,16.42840645942698,12.941686109239777,15.688368239410755,12.74242726175255,15.010436770957929,12.598979161741555,14.403384356281551,12.5132613471022,12.7816162943163,13.035966003268546,14.503490924949341,14.792693050796029,00bbac68
29.590000000000146,4660,1724,982.2999999999993,17.85693897426663,11.830344267752135,10.868944366648261,10.851066350655188,13.153526778340447,11.240673354703999,9.800725644357705,15.650294889377722,15.067610278284537,11.164686577397855,14.551529661183386,16.634268708393048,10.943297793276736,11.261561711801066,10.868944366648261,10.868944366648261,10.868944366648261,10.868944366648261,11.484515412444528,11.357124923306742,9.929575789770658,11.347135778964493,10.897218575102773,11.478050221002158,10.927711147793838,11.474111868522662,10.960403569828062,11.472702957250235,10.995276218684426,11.473824418979957,11.331821818570715,11.36025374846505,11.284099312023306,11.32824788902067,00e12e8b
39.14000000000124,4344,1606,694.1900000000005,11.383144050895421,24.242432113052665,16.47029391713729,16.480571517922478,16.47443850852886,32.166988645227065,47.56433751085297,12.462732983073114,16.24354146342817,35.795028429136984,20.71403205353486,16.455079363278617,16.463349564591056,30.327027173093406,16.47029391713729,16.47029391713729,16.47029391713729,16.47029391713729,22.710123199473276,24.615526843098994,21.370514880050713,24.608323309969087,16.845303762128925,22.783380773388103,17.22231710417482,22.857012715378623,17.601205200556368,22.931015419139186,17.98184954514509,23.005385306714807,23.26666728748874,23.361249983168925,23.64516439219251,23.70336308996904,015fe0d2
39.0,5000,1850,681.960000000001,13.772953711232043,17.69410127076326,7.370434276277146,5.399336349344802,7.481750690200099,6.938036129182128,6.820463865466124,8.83858657987317,8.821369515602147,6.9762781595338055,6.991695544126704,7.35638033704052,6.80068742868837,6.753586434065117,7.370434276189914,7.370434276277146,7.370434276277146,7.370434276277146,8.035728613979696,19.0843634680327,14.977983408322553,19.121356096783014,7.1095760097188165,7.247448860963826,6.96622764730457,6.561568667496037,6.9476666017595665,6.013230372720891,7.054877870196267,5.642675199208741,5.633999559816296,6.196172191145501,8.264027100971598,9.089598525080541,01869cd4
18.01000000000022,4079,1508,718.7800000000007,14.411436628125058,5.567574296755209,9.755754399810142,9.35128797510689,15.567534680398104,23.351039472523354,23.058036783133282,18.50967381810895,10.787075376764205,11.209974975889178,10.259791868553448,16.342232630517422,9.406195251036648,10.337544686181944,12.176947821328605,9.77716001855661,9.755754399810142,9.755754399810142,10.403239264965286,5.644503664889223,7.1579409817225095,5.655534658422393,9.491818854958757,10.09401831435744,9.231006599091886,9.78834665213824,8.973589966158807,9.486567374956623,8.719869684816942,9.189063981827244,8.64019822043944,8.243816051799655,7.572868823737452,7.314805569649588,01982c1d
25.73999999999978,5666,2095,839.7299999999996,12.077898779016824,13.241266079626321,12.638397402473359,4.996695793524122,5.808138419978509,10.97914866005914,5.9245900059761825,38.83843094350696,36.33485288634633,17.286421074230407,17.899062134052375,28.515438458751362,4.023354184086354,14.640918489857997,12.638397402473359,12.638397402473359,12.638397402473359,12.638397402473359,5.847439405319875,13.04587117896795,12.582353781606416,13.002891291066698,12.587593671969241,6.13827046686209,12.545236488976752,6.445160013836204,12.511411640739702,6.765923250943644,12.4861884692536,7.098679724111247,7.732492771961214,8.24439421750528,9.17040411160669,9.563134405776607,028d7b28
24.18000000000029,5028,1860,805.7900000000009,10.460225425555565,6.448901397623607,3.1992288737712054,3.4284589054408228,3.6748779695595295,3.3810565442422496,3.2208519838333958,3.3467924847518353,3.3073926352799443,4.139419318318607,6.750808804485361,5.153662802487569,3.4382636302525147,4.049122243332589,3.1992288737712054,3.1992288737712054,3.1992288737712054,3.1992288737712054,3.9773666030690347,6.381199006124622,7.610621025030506,6.536303907779909,3.2592794225643757,4.020652340501576,3.336904487115664,4.075663010642657,3.4309113938007334,4.141931469088407,3.539995291281079,4.218927256791561,4.420628662827041,4.562981478495229,4.879363399958514,5.007275002394069,02e7fe5a
31.399999999999636,4454,1647,734.3900000000021,5.8041554720153625,8.330478427749775,2.659499033830462,2.6318236076770165,2.709479565957758,2.9908443037044083,3.24912468181008,17.85797906835013,9.380149091538698,2.822229728498985,3.0240266146709938,2.3671516400314854,2.987768525352031,3.0285228323571878,2.3675554839207136,2.659499033830462,2.659499033830462,2.659499033830462,2.8692536274149605,8.245697144359418,8.133314802507945,8.254472822422452,2.5668611967505055,2.7427786258164626,2.5462919087649456,2.68508543685319,2.5995025206208533,2.7005858655713184,2.7221699090264497,2.7880594026333463,3.115147255725372,3.4858066142818123,4.303651883170237,4.66822529906318,0390d174
72.25,3234,1196,626.3100000000013,15.026922850702908,48.998316174860534,18.061933232498088,4.578523765654663,36.8165454531454,4.503573771556265,13.04588544153389,5.925226873068708,12.928588746030634,5.790320277115463,1.353297308732847,51.39133175553572,5.865935233168359,16.687613501393592,18.061933232337342,18.061933232498088,18.061933232498088,18.061933232498088,10.081889297795959,49.601276352538754,53.36652796075767,49.55108623462854,19.20086411685722,11.599650811688413,20.43439617280338,13.270130787256656,21.746437051487767,15.0425366307127,23.1236267764335,16.884801167898086,20.865803703097068,23.59518500421154,28.911929082842143,30.898085699681026,03a935ae
