TVT,GR,Geology
11463.320000000002,85.66,
11463.820000000002,84.61,
11464.320000000002,83.83,
11464.820000000002,83.79,
11465.320000000002,84.39,
11465.820000000002,85.57000000000001,
11466.320000000002,86.88000000000001,
11466.820000000002,87.94,
11467.320000000002,88.57000000000001,
11467.820000000002,88.36,
11468.320000000002,87.72,
11468.820000000002,87.46000000000001,
11469.320000000002,86.78,
11469.820000000002,85.02,
11470.320000000002,83.48,
11470.820000000002,83.13000000000001,
11471.320000000002,83.66,
11471.820000000002,85.08,
11472.320000000002,86.72,
11472.820000000002,87.91,
11473.320000000002,88.73,
11473.820000000002,90.2,
11474.320000000002,91.82000000000001,
11474.820000000002,91.87,
11475.320000000002,90.35000000000001,
11475.820000000002,89.44,
11476.320000000002,89.47,
11476.820000000002,88.74000000000001,
11477.320000000002,86.88000000000001,
11477.820000000002,85.04,
11478.320000000002,84.77,
11478.820000000002,87.57000000000001,
11479.320000000002,96.19,
11479.820000000002,108.64,
11480.320000000002,117.21000000000001,
11480.820000000002,115.81,
11481.320000000002,108.24000000000001,
11481.820000000002,102.21000000000001,
11482.320000000002,100.59,
11482.820000000002,100.73,ANCC
11483.320000000002,100.59,ANCC
11483.820000000002,98.32000000000001,ANCC
11484.320000000002,91.60000000000001,ANCC
11484.820000000002,82.69,ANCC
11485.320000000002,77.03,ANCC
11485.820000000002,75.73,ANCC
11486.320000000002,75.12,ANCC
11486.820000000002,74.09,ANCC
11487.320000000002,73.9,ANCC
11487.820000000002,74.51,ANCC
11488.320000000002,74.5,ANCC
11488.820000000002,74.19,ANCC
11489.320000000002,74.12,ANCC
11489.820000000002,72.33,ANCC
11490.320000000002,68.59,ANCC
11490.820000000002,65.61,ANCC
11491.320000000002,64.96,ANCC
11491.820000000002,65.23,ANCC
11492.320000000002,66.77,ANCC
11492.820000000002,69.71,ANCC
11493.320000000002,72.42,ANCC
11493.820000000002,74.0,ANCC
11494.320000000002,75.74,ANCC
11494.820000000002,78.47,ANCC
11495.320000000002,81.76,ANCC
11495.820000000002,84.25,ANCC
11496.320000000002,82.91,ANCC
11496.820000000002,76.24000000000001,ANCC
11497.320000000002,68.17,ANCC
11497.820000000002,63.290000000000006,ANCC
11498.320000000002,61.17,ANCC
11498.820000000002,60.0,ANCC
11499.320000000002,60.349999999999994,ANCC
11499.820000000002,61.67999999999999,ANCC
11500.320000000002,62.459999999999994,ANCC
11500.820000000002,62.36,ANCC
11501.320000000002,61.92999999999999,ANCC
11501.820000000002,62.14,ANCC
11502.320000000002,63.540000000000006,ANCC
11502.820000000002,65.27,ANCC
11503.320000000002,66.15,ANCC
11503.820000000002,66.0,ANCC
11504.320000000002,65.2,ANCC
11504.820000000002,64.58,ANCC
11505.320000000002,64.57,ANCC
11505.820000000002,64.79,ANCC
11506.320000000002,64.86,ANCC
11506.820000000002,65.1,ANCC
11507.320000000002,65.84,ANCC
11507.820000000002,67.54,ANCC
11508.320000000002,72.7,ANCC
11508.820000000002,82.45,ANCC
11509.320000000002,92.10000000000001,ANCC
11509.820000000002,96.93,ANCC
11510.320000000002,96.2,ANCC
11510.820000000002,90.98,ANCC
11511.320000000002,84.32000000000001,ANCC
11511.820000000002,80.08,ANCC
11512.320000000002,77.77,ANCC
11512.820000000002,75.73,ANCC
11513.320000000002,75.08,ANCC
11513.820000000002,75.83,ANCC
11514.320000000002,76.63000000000001,ANCC
11514.820000000002,77.26,ANCC
11515.320000000002,77.27,ANCC
11515.820000000002,75.95,ANCC
11516.320000000002,74.02,ANCC
11516.820000000002,72.1,ANCC
11517.320000000002,69.62,ANCC
11517.820000000002,66.6,ANCC
11518.320000000002,64.15,ANCC
11518.820000000002,63.209999999999994,ANCC
11519.320000000002,63.42,ANCC
11519.820000000002,63.620000000000005,ANCC
11520.320000000002,63.459999999999994,ANCC
11520.820000000002,63.44,ANCC
11521.320000000002,63.61,ANCC
11521.820000000002,63.510000000000005,ANCC
11522.320000000002,63.8,ANCC
11522.820000000002,64.35,ANCC
11523.320000000002,64.06,ANCC
11523.820000000002,62.8,ANCC
11524.320000000002,62.019999999999996,ANCC
11524.820000000002,62.56999999999999,ANCC
11525.320000000002,64.28,ANCC
11525.820000000002,66.07,ANCC
11526.320000000002,66.9,ANCC
11526.820000000002,67.11,ANCC
11527.320000000002,69.42999999999999,ANCC
11527.820000000002,76.71000000000001,ANCC
11528.320000000002,86.58,ANCC
11528.820000000002,94.18,ANCC
11529.320000000002,98.09,ANCC
11529.820000000002,99.7,ANCC
11530.320000000002,99.33,ANCC
11530.820000000002,97.44,ANCC
11531.320000000002,93.05,ANCC
11531.820000000002,84.8,ANCC
11532.320000000002,75.14,ANCC
11532.820000000002,68.26,ANCC
11533.320000000002,65.32,ANCC
11533.820000000002,66.02,ANCC
11534.320000000002,69.67999999999999,ANCC
11534.820000000002,73.21,ANCC
11535.320000000002,74.25,ANCC
11535.820000000002,74.63,ANCC
11536.320000000002,76.81,ANCC
